httpRequest.status,insertId,labels.clone_id,logName,operation.first,operation.id,operation.last,operation.producer,protoPayload.appEngineRelease,protoPayload.appId,protoPayload.endTime,protoPayload.finished,protoPayload.first,protoPayload.host,protoPayload.httpVersion,protoPayload.instanceId,protoPayload.instanceIndex,protoPayload.ip,protoPayload.latency,protoPayload.line.logMessage,protoPayload.line.severity,protoPayload.line.time,protoPayload.megaCycles,protoPayload.method,protoPayload.pendingTime,protoPayload.referrer,protoPayload.requestId,protoPayload.resource,protoPayload.responseSize,protoPayload.spanId,protoPayload.startTime,protoPayload.status,protoPayload.traceId,protoPayload.traceSampled,protoPayload.urlMapEntry,protoPayload.userAgent,protoPayload.versionId,protoPayload.wasLoadingRequest,receiveLocation,receiveTimestamp,resource.labels.module_id,resource.labels.project_id,resource.labels.version_id,resource.labels.zone,resource.type,severity,spanId,timestamp,trace,traceSampled
500,684320210000364736c49a17,,"'projects/pgrs-portal/logs/appengine.googleapis.com%2Frequest_log",true,6843202000ff0df21f87cc00ffad0001737e706772732d706f7274616c0001323032353036303774303130333231000100,true,appengine.googleapis.com/request_id,1.9.71,"'s~pgrs-portal","'2025-06-06T17:06:41.013683Z",true,true,"'pgrs-portal.uc.r.appspot.com",HTTP/1.1,,"'-1",119.94.166.109,0.007869s,"'[""The request failed because the instance could not start successfully""]","'[""ERROR""]","'[""2025-06-06T17:06:41.013658Z""]",,GET,,"'https://pgrs-portal.uc.r.appspot.com/",6843202000ff0df21f87cc00ffad0001737e706772732d706f7274616c0001323032353036303774303130333231000100,"'/stations-api.php?type=horizontal",,aa57da0372c86503,"'2025-06-06T17:06:41.005814Z",500,64517cf864603e9a75fc2793c830af82,,auto,"'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",20250607t010321,,,"'2025-06-06T17:06:41.254417581Z",default,"'pgrs-portal",20250607t010321,us6,gae_app,ERROR,aa57da0372c86503,"'2025-06-06T17:06:41.005814Z","'projects/pgrs-portal/traces/64517cf864603e9a75fc2793c830af82",
500,68432020000c440d17ed543e,,"'projects/pgrs-portal/logs/appengine.googleapis.com%2Frequest_log",true,6843202000ff0ad6125ba5ba3e0001737e706772732d706f7274616c0001323032353036303774303130333231000100,true,appengine.googleapis.com/request_id,1.9.71,"'s~pgrs-portal","'2025-06-06T17:06:40.803631Z",true,true,"'pgrs-portal.uc.r.appspot.com",HTTP/1.1,,"'-1",119.94.166.109,0.001916s,"'[""The request failed because the instance could not start successfully""]","'[""ERROR""]","'[""2025-06-06T17:06:40.803616Z""]",,GET,,"'https://pgrs-portal.uc.r.appspot.com/",6843202000ff0ad6125ba5ba3e0001737e706772732d706f7274616c0001323032353036303774303130333231000100,"'/users_api.php?action=sectors",,8981d70e29957442,"'2025-06-06T17:06:40.801715Z",500,871887efbf3e7c6475fc2793c830ae65,,auto,"'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",20250607t010321,,,"'2025-06-06T17:06:40.852459074Z",default,"'pgrs-portal",20250607t010321,us6,gae_app,ERROR,8981d70e29957442,"'2025-06-06T17:06:40.801715Z","'projects/pgrs-portal/traces/871887efbf3e7c6475fc2793c830ae65",
500,68432020000c3ffa2bbbb1f1,,"'projects/pgrs-portal/logs/appengine.googleapis.com%2Frequest_log",true,6843202000ff0acce6a89af9420001737e706772732d706f7274616c0001323032353036303774303130333231000100,true,appengine.googleapis.com/request_id,1.9.71,"'s~pgrs-portal","'2025-06-06T17:06:40.802277Z",true,true,"'pgrs-portal.uc.r.appspot.com",HTTP/1.1,,"'-1",119.94.166.109,0.002360s,"'[""The request failed because the instance could not start successfully""]","'[""ERROR""]","'[""2025-06-06T17:06:40.802259Z""]",,GET,,"'https://pgrs-portal.uc.r.appspot.com/",6843202000ff0acce6a89af9420001737e706772732d706f7274616c0001323032353036303774303130333231000100,"'/stations-api.php?type=horizontal",,3161b4edda8a8437,"'2025-06-06T17:06:40.799917Z",500,43f2c8ab476755fc75fc2793c830ae21,,auto,"'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",20250607t010321,,,"'2025-06-06T17:06:40.852459074Z",default,"'pgrs-portal",20250607t010321,us6,gae_app,ERROR,3161b4edda8a8437,"'2025-06-06T17:06:40.799917Z","'projects/pgrs-portal/traces/43f2c8ab476755fc75fc2793c830ae21",
500,684320200009af678ab09551,,"'projects/pgrs-portal/logs/appengine.googleapis.com%2Frequest_log",true,6843202000ff083e35232d92550001737e706772732d706f7274616c0001323032353036303774303130333231000100,true,appengine.googleapis.com/request_id,1.9.71,"'s~pgrs-portal","'2025-06-06T17:06:40.634581Z",true,true,"'pgrs-portal.uc.r.appspot.com",HTTP/1.1,,"'-1",119.94.166.109,0.002145s,"'[""The request failed because the instance could not start successfully""]","'[""ERROR""]","'[""2025-06-06T17:06:40.634567Z""]",,GET,,"'https://pgrs-portal.uc.r.appspot.com/",6843202000ff083e35232d92550001737e706772732d706f7274616c0001323032353036303774303130333231000100,"'/api.php?path=/api/stations/horizontal",,25507d22a41f4da6,"'2025-06-06T17:06:40.632436Z",500,447b021d1b998b2f75fc2793c830afac,,auto,"'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",20250607t010321,,,"'2025-06-06T17:06:40.852459074Z",default,"'pgrs-portal",20250607t010321,us6,gae_app,ERROR,25507d22a41f4da6,"'2025-06-06T17:06:40.632436Z","'projects/pgrs-portal/traces/447b021d1b998b2f75fc2793c830afac",
500,684320200006767ddb496e8d,,"'projects/pgrs-portal/logs/appengine.googleapis.com%2Frequest_log",true,6843201e00ff04a7dc49e2a6790001737e706772732d706f7274616c0001323032353036303774303130333231000100,true,appengine.googleapis.com/request_id,1.9.71,"'s~pgrs-portal","'2025-06-06T17:06:40.423230Z",true,true,"'pgrs-portal.uc.r.appspot.com",HTTP/1.1,,"'-1",119.94.166.109,2.005368s,"'[""The request failed because the instance could not start successfully""]","'[""ERROR""]","'[""2025-06-06T17:06:40.423217Z""]",,GET,2.003898918s,"'https://pgrs-portal.uc.r.appspot.com/",6843201e00ff04a7dc49e2a6790001737e706772732d706f7274616c0001323032353036303774303130333231000100,"'/api.php?path=/api/stations/horizontal",,0aeb54c23e010206,"'2025-06-06T17:06:38.417862Z",500,099b71f8da6faa1975fc2793c830a387,,auto,"'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",20250607t010321,,,"'2025-06-06T17:06:40.593474904Z",default,"'pgrs-portal",20250607t010321,us6,gae_app,ERROR,0aeb54c23e010206,"'2025-06-06T17:06:38.417862Z","'projects/pgrs-portal/traces/099b71f8da6faa1975fc2793c830a387",
500,684320200006764485a05a70,,"'projects/pgrs-portal/logs/appengine.googleapis.com%2Frequest_log",true,6843201e00ff04a45a8a12293c0001737e706772732d706f7274616c0001323032353036303774303130333231000100,true,appengine.googleapis.com/request_id,1.9.71,"'s~pgrs-portal","'2025-06-06T17:06:40.423218Z",true,true,"'pgrs-portal.uc.r.appspot.com",HTTP/1.1,,"'-1",119.94.166.109,2.015484s,"'[""The request failed because the instance could not start successfully""]","'[""ERROR""]","'[""2025-06-06T17:06:40.423203Z""]",,GET,2.013441320s,"'https://pgrs-portal.uc.r.appspot.com/",6843201e00ff04a45a8a12293c0001737e706772732d706f7274616c0001323032353036303774303130333231000100,"'/config-api.php",,ceec31a884eb2770,"'2025-06-06T17:06:38.407734Z",500,48c9dc88e3bb9ab875fc2793c830a343,,auto,"'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",20250607t010321,,,"'2025-06-06T17:06:40.593474904Z",default,"'pgrs-portal",20250607t010321,us6,gae_app,ERROR,ceec31a884eb2770,"'2025-06-06T17:06:38.407734Z","'projects/pgrs-portal/traces/48c9dc88e3bb9ab875fc2793c830a343",
500,6843202000067913bfdec13a,,"'projects/pgrs-portal/logs/appengine.googleapis.com%2Frequest_log",true,6843201e00ff0499b2487953520001737e706772732d706f7274616c0001323032353036303774303130333231000100,true,appengine.googleapis.com/request_id,1.9.71,"'s~pgrs-portal","'2025-06-06T17:06:40.423215Z",true,true,"'pgrs-portal.uc.r.appspot.com",HTTP/1.1,,"'-1",119.94.166.109,2.019923s,"'[""The request failed because the instance could not start successfully""]","'[""ERROR""]","'[""2025-06-06T17:06:40.423191Z""]",,GET,2.013831647s,"'https://pgrs-portal.uc.r.appspot.com/",6843201e00ff0499b2487953520001737e706772732d706f7274616c0001323032353036303774303130333231000100,"'/users_api.php?action=sexes",,da8212f2e1de60b4,"'2025-06-06T17:06:38.403292Z",500,c5d42cef87b0c94f75fc2793c830ab21,,auto,"'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",20250607t010321,,,"'2025-06-06T17:06:40.593474904Z",default,"'pgrs-portal",20250607t010321,us6,gae_app,ERROR,da8212f2e1de60b4,"'2025-06-06T17:06:38.403292Z","'projects/pgrs-portal/traces/c5d42cef87b0c94f75fc2793c830ab21",
500,684320200006769391656d81,,"'projects/pgrs-portal/logs/appengine.googleapis.com%2Frequest_log",true,6843201e00ff0493d92ce546ae0001737e706772732d706f7274616c0001323032353036303774303130333231000100,true,appengine.googleapis.com/request_id,1.9.71,"'s~pgrs-portal","'2025-06-06T17:06:40.423217Z",true,true,"'pgrs-portal.uc.r.appspot.com",HTTP/1.1,,"'-1",119.94.166.109,2.020528s,"'[""The request failed because the instance could not start successfully""]","'[""ERROR""]","'[""2025-06-06T17:06:40.423203Z""]",,GET,2.013844008s,"'https://pgrs-portal.uc.r.appspot.com/",6843201e00ff0493d92ce546ae0001737e706772732d706f7274616c0001323032353036303774303130333231000100,"'/cart_api.php?action=list&session_id=guest_1749227178857_gnmac3kcnvh",,4287c22bfcd12408,"'2025-06-06T17:06:38.402689Z",500,2bbd322c56eb868075fc2793c830a2ff,,auto,"'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",20250607t010321,,,"'2025-06-06T17:06:40.593474904Z",default,"'pgrs-portal",20250607t010321,us6,gae_app,ERROR,4287c22bfcd12408,"'2025-06-06T17:06:38.402689Z","'projects/pgrs-portal/traces/2bbd322c56eb868075fc2793c830a2ff",
503,6843201f000a94f41f590af8,0069c7a988d1807887367bb19aa547593986f3edd4327265fadd6fa6802855f442dc931e50db77f2b6193d0f0294a10f10e207778dec06705b0047a3cde9a7138dd47f8f4d157324df4a3aba08b1db29,"'projects/pgrs-portal/logs/appengine.googleapis.com%2Frequest_log",true,6843201e00ff04a5f9ff001e52420001737e706772732d706f7274616c0001323032353036303774303130333231000100,true,appengine.googleapis.com/request_id,1.9.71,"'s~pgrs-portal","'2025-06-06T17:06:39.693318Z",true,true,"'pgrs-portal.uc.r.appspot.com",HTTP/1.1,0069c7a988d1807887367bb19aa547593986f3edd4327265fadd6fa6802855f442dc931e50db77f2b6193d0f0294a10f10e207778dec06705b0047a3cde9a7138dd47f8f4d157324df4a3aba08b1db29,"'-1",119.94.166.109,1.294111s,"'[""This request caused a new process to be started for your application, and thus caused your application code to be loaded for the first time. This request may thus take longer and use more CPU than a typical request for your application."",""The request failed because the instance failed the readiness check.""]","'[""INFO"",""ERROR""]","'[""2025-06-06T17:06:39.693291Z"",""2025-06-06T17:06:39.693291Z""]",382,GET,,"'https://pgrs-portal.uc.r.appspot.com/",6843201e00ff04a5f9ff001e52420001737e706772732d706f7274616c0001323032353036303774303130333231000100,"'/transactions_api.php?action=payment-methods",77,fc27cbe8fdaeca4b,"'2025-06-06T17:06:38.399207Z",503,3559a5b01bc2036675fc2793c830af54,,auto,"'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",20250607t010321,true,,"'2025-06-06T17:06:39.858821462Z",default,"'pgrs-portal",20250607t010321,us6,gae_app,ERROR,fc27cbe8fdaeca4b,"'2025-06-06T17:06:38.399207Z","'projects/pgrs-portal/traces/3559a5b01bc2036675fc2793c830af54",
500,6843201b0009b774308846ce,,"'projects/pgrs-portal/logs/appengine.googleapis.com%2Frequest_log",true,6843201b00ff0842654c4ed7890001737e706772732d706f7274616c0001323032353036303774303130333231000100,true,appengine.googleapis.com/request_id,1.9.71,"'s~pgrs-portal","'2025-06-06T17:06:35.636575Z",true,true,"'pgrs-portal.uc.r.appspot.com",HTTP/1.1,,"'-1",119.94.166.109,0.003303s,"'[""The request failed because the instance could not start successfully""]","'[""ERROR""]","'[""2025-06-06T17:06:35.636555Z""]",,GET,,"'https://pgrs-portal.uc.r.appspot.com/index.html",6843201b00ff0842654c4ed7890001737e706772732d706f7274616c0001323032353036303774303130333231000100,/favicon.ico,,df7bbfd6b853ec11,"'2025-06-06T17:06:35.633272Z",500,b51e9c5bd27dc0f075fc2793c830ae30,,auto,"'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",20250607t010321,,,"'2025-06-06T17:06:35.861571940Z",default,"'pgrs-portal",20250607t010321,us6,gae_app,ERROR,df7bbfd6b853ec11,"'2025-06-06T17:06:35.633272Z","'projects/pgrs-portal/traces/b51e9c5bd27dc0f075fc2793c830ae30",
